author_id,doc_id,chunks (1500)
37,2259,2793
35,1151,2793
56,294,2793
17,694,2793
41,1164,2793
23,1567,2793
89,1309,2793
36,2022,2793
27,636,2793
21,391,2793
41,1660,2793
4,813,2793
5,1543,2793
58,1910,2793
15,1294,2793
21,840,2793
71,570,2793
13,465,2793
9,1313,2793
13,671,2736
28,2131,2736
120,887,2736
29,318,2736
18,1448,2736
19,2014,2736
3,1329,2736
59,1160,2736
20,698,2736
12,853,2736
37,1328,2736
5,316,2736
28,827,2736
21,1111,2736
23,77,2736
54,1772,2736
83,737,2736
45,378,2736
45,744,2736
17,1375,2736
31,308,2679
69,2078,2679
27,816,2679
5,2152,2679
43,152,2679
23,213,2679
69,135,2679
38,1950,2679
66,1425,2679
44,2183,2679
66,707,2679
27,1474,2679
45,102,2679
4,2093,2679
6,1139,2679
46,78,2679
21,2223,2679
6,1250,2679
12,685,2679
31,1724,2679
59,951,2679
59,1028,2679
31,258,2679
19,2033,2679
3,1137,2679
17,1384,2679
17,754,2679
18,112,2679
9,994,2679
5,1837,2679
44,975,2679
17,1280,2622
87,1308,2622
8,278,2622
10,10,2622
17,791,2622
25,1000,2622
21,1831,2622
12,484,2622
4,803,2622
44,1358,2622
27,39,2622
27,1040,2622
53,90,2622
13,1532,2622
34,1743,2622
44,2034,2622
17,356,2622
31,2300,2622
91,651,2622
6,407,2622
21,758,2622
59,645,2622
30,506,2622
2,1712,2622
27,1925,2622
31,1089,2622
59,1138,2622
4,1126,2622
3,1758,2622
37,2010,2565
13,1612,2565
24,1356,2565
23,624,2565
71,884,2565
26,322,2565
44,2240,2565
27,661,2565
27,2354,2565
41,1646,2565
31,1065,2565
3,1397,2565
3,928,2565
2,1269,2565
28,1233,2565
13,405,2508
48,82,2508
27,1955,2508
18,1426,2508
27,984,2508
65,1017,2508
3,777,2508
26,80,2508
37,1959,2508
3,1805,2508
56,774,2508
45,67,2508
9,2256,2508
23,1059,2508
27,544,2508
29,814,2508
2,1434,2508
4,1194,2508
39,510,2508
27,169,2508
3,1354,2508
13,1445,2451
2,809,2451
13,1555,2451
4,1296,2451
4,903,2451
18,964,2451
47,1507,2451
37,897,2451
12,1184,2451
31,2239,2451
25,971,2451
12,1574,2451
24,2090,2451
17,445,2451
21,314,2451
43,69,2451
17,961,2451
43,352,2451
27,2091,2451
46,246,2451
63,1802,2451
8,1557,2451
5,150,2394
17,1335,2394
17,882,2394
17,801,2394
25,28,2394
9,876,2394
27,185,2394
17,657,2394
46,2262,2394
69,1051,2394
17,473,2394
13,682,2394
5,563,2394
17,129,2394
28,31,2394
16,784,2394
37,1263,2394
31,2331,2394
5,44,2394
12,663,2394
20,1694,2337
8,2059,2337
31,2273,2337
17,656,2337
4,164,2337
6,6,2337
26,1943,2337
17,1167,2337
17,100,2337
89,578,2337
3,692,2337
35,478,2337
17,1352,2337
17,474,2337
4,92,2337
23,2353,2337
59,125,2337
27,283,2337
27,122,2337
5,2142,2337
17,885,2337
4,377,2337
37,881,2337
13,687,2337
46,998,2337
27,72,2337
112,1603,2337
46,2058,2280
5,852,2280
28,751,2280
37,755,2280
13,1046,2280
23,1099,2280
44,521,2280
57,1299,2280
3,1860,2280
46,257,2280
15,154,2280
57,1210,2280
5,385,2280
23,1444,2280
3,702,2280
58,2138,2280
18,321,2280
13,460,2280
3,1909,2223
30,957,2223
34,1778,2223
7,2385,2223
2,877,2223
44,466,2223
21,247,2223
42,62,2223
17,1121,2223
27,826,2223
13,958,2223
17,1347,2223
13,1013,2166
13,976,2166
13,952,2166
43,63,2166
23,220,2166
17,400,2166
23,227,2166
27,1727,2166
13,381,2166
23,1993,2166
56,652,2166
31,1061,2166
31,1523,2166
27,1476,2166
27,2001,2109
18,1498,2109
13,442,2109
2,1025,2109
24,397,2109
18,182,2109
21,2280,2109
28,2293,2109
126,1180,2109
9,1661,2109
2,453,2052
8,353,2052
13,107,2052
8,650,2052
5,174,2052
12,1338,2052
17,987,2052
3,1915,2052
2,1858,2052
25,1261,2052
2,481,2052
6,2197,2052
19,1558,2052
13,370,2052
27,354,1995
13,416,1995
31,2079,1995
3,868,1995
13,1614,1995
15,242,1995
27,168,1995
24,395,1995
6,190,1995
13,303,1995
13,14,1995
27,1246,1995
13,835,1995
57,869,1995
3,2260,1995
31,1787,1995
5,1582,1938
5,577,1938
37,54,1938
51,566,1938
21,1135,1938
27,1133,1938
54,1243,1938
2,2178,1938
24,2384,1938
31,1856,1938
17,1488,1938
27,1536,1938
13,1601,1938
37,767,1938
27,1939,1938
28,2360,1938
27,1026,1938
20,1366,1881
31,1621,1881
3,2132,1881
24,1148,1881
13,450,1881
16,995,1881
38,53,1881
24,1043,1881
46,70,1881
27,30,1881
9,548,1881
29,229,1881
9,313,1881
35,2365,1881
28,1287,1881
24,27,1824
13,441,1824
19,1011,1824
27,443,1824
24,50,1824
7,1541,1824
37,2209,1824
6,1722,1824
13,778,1824
15,810,1824
12,357,1824
13,1304,1824
3,1585,1824
28,879,1824
27,1713,1767
7,643,1767
6,2129,1767
6,921,1767
8,906,1767
5,1290,1767
5,1132,1767
37,479,1767
3,2341,1767
3,1938,1767
59,970,1767
3,1739,1767
30,2166,1767
30,1496,1767
30,1377,1767
30,33,1767
28,1483,1767
13,1486,1710
37,1334,1710
31,739,1710
30,653,1710
59,1157,1710
18,1622,1710
4,1255,1710
28,1364,1710
2,873,1710
28,432,1710
8,2137,1710
27,99,1653
16,1279,1653
18,1212,1653
3,1890,1653
30,55,1653
44,85,1653
27,1424,1653
43,286,1653
8,911,1653
4,2351,1653
8,625,1596
5,528,1596
13,1155,1596
29,346,1596
2,1395,1596
59,265,1596
30,155,1596
30,386,1596
30,575,1596
30,605,1596
23,2175,1596
12,1522,1596
30,1371,1596
3,1049,1596
30,2075,1596
6,2191,1596
31,2318,1539
24,2113,1539
27,1109,1539
28,415,1539
23,691,1539
4,886,1539
2,413,1539
3,1704,1539
5,896,1539
27,2288,1539
1,740,1539
6,1487,1539
4,1422,1539
59,640,1539
3,667,1482
21,56,1482
54,310,1482
5,725,1482
5,344,1482
59,216,1482
5,1343,1482
24,730,1482
13,342,1482
56,382,1482
40,1321,1482
58,503,1482
27,1211,1482
22,1933,1482
4,1866,1482
4,2147,1482
35,1471,1425
35,734,1425
21,559,1425
19,36,1425
12,1533,1425
27,1413,1425
31,1119,1425
23,1923,1425
6,1638,1425
10,1846,1425
27,1833,1425
29,1027,1425
44,166,1425
27,2004,1425
19,1191,1425
6,127,1425
28,1142,1425
1,664,1425
58,902,1425
27,350,1368
30,2122,1368
50,86,1368
35,2228,1368
33,38,1368
56,986,1368
25,2162,1368
6,1505,1368
13,750,1368
3,1492,1368
19,706,1368
30,1418,1368
37,1741,1311
24,1467,1311
5,279,1311
2,1957,1311
7,1252,1311
57,1057,1311
21,858,1311
57,181,1311
2,458,1311
37,1716,1311
41,60,1254
30,1814,1254
30,1295,1254
5,1893,1254
5,108,1254
7,57,1254
5,1944,1254
37,1285,1254
5,2067,1254
30,1740,1254
5,1528,1197
30,2070,1197
5,773,1197
23,2012,1197
5,1064,1197
5,1165,1197
24,1760,1197
5,1385,1197
37,1188,1197
5,1711,1197
57,1092,1197
2,1529,1197
5,1874,1197
44,284,1197
54,527,1197
3,2375,1197
21,1895,1197
14,580,1197
33,192,1140
5,1162,1140
12,1100,1140
28,199,1140
9,529,1140
5,519,1140
33,1107,1140
5,630,1140
5,866,1140
15,1381,1140
57,956,1140
30,383,1140
19,1493,1083
29,264,1083
5,200,1083
9,2145,1083
58,1241,1083
9,1948,1083
9,2069,1083
41,390,1026
40,1450,1026
33,379,1026
15,1537,1026
15,83,1026
5,918,1026
29,1399,1026
42,272,969
9,1067,969
43,110,969
23,638,969
22,532,969
23,1721,969
29,2085,969
19,71,969
35,2107,969
10,114,969
23,2218,969
24,1770,969
19,695,969
5,1231,969
39,1822,969
2,1249,969
33,843,912
15,965,912
29,130,912
35,981,912
28,184,912
37,163,912
19,1035,912
6,13,912
3,1265,912
3,1964,855
11,660,855
44,73,855
31,180,855
59,856,855
12,88,855
9,41,855
57,97,855
57,369,855
35,171,855
60,281,855
19,326,855
35,1834,798
19,75,798
30,1200,798
10,362,741
